Brand,Shoe Name,Traction,Cushioning,Lockdown,Lateral Stability,Torsion Support,Weight,Durability,Ventilation,Avg,Overall Rating,Guard,Wing,Big,Outdoor,Reviews,Year of Release,MSRP,Weight per shoe (US9),Heel-to-toe Offset,Recent Release,Asia Brand?,Budget Shoe? ($100),Sizing Recommendation,Sizing Notes
,,,,,,,,,,,,,,,,,,,,,,,,,
361°,[Ranzhan],87,77,69,76,78,84,85,87,78,75,73,77,74,84,20,2021-,$80,350 - 370g,,No,Asia,Yes,?,"Fits wide, lack of padding, toe jam"
361°,AG1,86,83,83,87,90,68,74,66,84,84,80,86,86,77,33,2020-21,$120,440 - 460g,9 - 10mm,No,Asia,No,,
361°,AG1 SE,88,81,76,85,85,74,75,85,82,81,78,82,84,79,15,2021-,$90,420 - 430g,9 - 10mm,No,Asia,Yes,,
361°,AG2,85,83,79,74,85,64,71,70,82,77,72,81,82,77,24,2021-,$120,450 - 470g,[10 - 11mm est.],No,,No,,
361°,AG3 Pro,86,83,77,87,92,69,73,64,82,81,77,84,85,73,16,2022-,$130,450 - 470g,8 - 9mm,Yes,Asia,No,Go down 1 EU size,Fits wide with toebox space; not for narrow or low-volume feet; no half EU sizes.
361°,Big 3 II,81,77,69,73,68,80,82,84,76,71,68,73,71,84,24,2020-,$100,390 - 400g,,No,Asia,No,,
361°,Big 3 III,89,83,83,85,88,68,84,74,85,84,80,86,86,86,24,2022-,$100,430 - 440g,[10 - 12mm est.],Yes,Asia,No,Stay true to size,Some forefoot deadspace
361°,Big 3 III Pro,84,89,83,84,91,74,73,69,85,85,81,88,88,74,31,2022-,$135,410 - 430g,10 - 12mm,Yes,Asia,No,Stay true to size,Fits slightly wide; use EU size for reference
361°,Dinwiddie DVD 1,81,84,75,84,86,77,84,73,80,79,75,81,84,86,24,2022-,$100,390 - 410g,6 - 8mm,Yes,Asia,No,Stay true to size,Use EU size; snug & not wide friendly due to upper; going up may result in heel-slip.
361°,Kyranbek Kontrol 1,80,80,80,72,81,71,86,57,80,76,71,80,79,86,14,2020-,$80,420 - 430g,,No,Asia,Yes,,
361°,Kyranbek Kontrol 2,83,81,77,75,85,77,82,58,80,79,75,82,81,83,13,2021-,$80,380 - 390g,[10 - 12mm est.],No,Asia,Yes,,
361°,Lava,83,84,78,73,82,70,83,69,82,78,73,81,81,86,13,2021-,$80,410 - 430g,,No,Asia,Yes,,
361°,Menace,82,73,81,87,85,70,86,66,79,77,75,80,77,83,22,2022-,$90,420 - 440g,[9 - 11mm est.],Yes,Asia,Yes,Stay true to size,Narrow
361°,Shadow Blade,81,72,69,66,84,82,78,77,74,68,64,73,66,76,9,2017-,$80,380 - 390g,,No,Asia,Yes,,
361°,Zen 3,88,83,81,72,78,82,86,81,84,82,81,84,81,87,34,2021-,$90,390 - 410g,13 - 15mm,No,Asia,Yes,Stay true to size,Narrow
361°,Zen.00,89,83,81,77,81,69,82,61,84,81,77,84,82,85,24,2020-,$120,430 - 450g,13 - 15mm,No,Asia,No,Stay true to size,Very snug forefoot fit
ADIDAS,Agent Gil Restomod,89,73,78,82,88,75,83,64,80,78,77,81,75,75,20,2022-,$140,420 - 440g,10 - 11mm,Yes,Non-Asia,No,Stay true to size?,Fits slightly long with some toebox space; narrow feet try sizing down half.
ADIDAS,BYW Select,89,82,85,91,92,66,69,64,85,84,81,86,87,69,13,2023-,$150,450 - 470g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,Okay for wide-footers but those with high insteps may experience some lace pressure.
ADIDAS,Court Vision 3,85,77,85,87,90,78,80,68,82,84,84,86,82,80,12,2021-,$100,410 - 440g,[9 - 11mm est.],No,Non-Asia,No,Stay true to size,Snug
ADIDAS,Crazy BYW X,80,86,81,85,85,81,56,86,82,83,81,85,87,54,14,2018-,$180,380 - 400g,[10 - 12mm est.],No,Non-Asia,No,Stay true to size,Wide forefoot not adjustable with lacing
ADIDAS,Crazy BYW X 2.0,86,88,78,87,92,83,76,88,84,86,83,87,88,78,31,2019-20,$160,370 - 400g,[10 - 12mm est.],No,Non-Asia,No,Stay true to size,Snug
ADIDAS,Crazy Explosive 2016 PK,88,93,88,87,88,78,58,76,90,91,89,93,93,58,17,2016-,$150,430 - 460g,10 - 11mm,No,Non-Asia,No,,
ADIDAS,Crazy Explosive 2017,86,93,91,88,93,79,59,72,90,92,90,94,93,59,22,2017-,$150,390 - 410g,10 - 12mm,No,Non-Asia,No,,
ADIDAS,Crazylight 2016,90,91,78,82,85,76,79,70,86,84,81,86,88,83,16,2016-,$120,410 - 420g,[10 - 12mm est.],No,Non-Asia,No,,
ADIDAS,Crazylight 2018,91,86,75,86,82,75,81,61,84,82,80,83,85,85,14,2018-,$120,410 - 420g,[10 - 12mm est.],No,Non-Asia,No,,
ADIDAS,D Rose 1 Retro,82,59,75,82,85,85,71,73,72,66,66,70,59,59,13,2020-,$130,370 - 400g,[9 - 11mm est.],No,Non-Asia,No,,
ADIDAS,D Rose 4 Restomod,85,73,80,84,87,90,68,79,80,82,82,84,77,64,19,2020-21,$150,340 - 350g,[9 - 11mm est.],No,Non-Asia,No,,
ADIDAS,D Rose 7,96,89,87,88,90,68,75,74,91,88,85,90,91,71,17,2016-,$140,440 - 460g,11 - 12mm,No,Non-Asia,No,,
ADIDAS,D Rose 8,87,92,85,87,83,76,83,84,88,88,86,89,91,78,19,2017-,$140,420 - 450g,[11 - 12mm est.],No,Non-Asia,No,,
ADIDAS,D Rose 9,72,72,68,75,82,73,79,75,70,63,57,67,67,75,20,2018-,$140,400 - 410g,10 - 11mm,No,Non-Asia,No,,
ADIDAS,D Rose 10,79,80,73,78,80,68,73,62,77,73,66,76,79,78,19,2019-,$140,430 - 450g,[9 - 11mm est.],No,Non-Asia,No,,
ADIDAS,D Rose 11,88,77,74,89,89,69,70,70,80,78,74,81,80,73,26,2020-,$120,410 - 420g,9 - 11mm,No,Non-Asia,No,,
ADIDAS,D Rose Son of Chi,90,78,85,83,76,82,80,83,84,84,85,85,80,79,24,2021-,$100,380 - 400g,[8 - 10mm est.],No,Non-Asia,No,,
ADIDAS,D.O.N. Issue #1,81,79,80,93,90,71,84,71,80,80,76,83,85,84,30,2019-,$100,430 - 450g,8 - 9mm,No,Non-Asia,No,,
ADIDAS,D.O.N. Issue #2,82,77,82,79,86,76,74,72,80,80,77,83,80,76,31,2020-,$100,420 - 450g,10 - 11mm,No,Non-Asia,No,,
ADIDAS,D.O.N. Issue #3,81,74,76,88,88,80,72,61,77,77,75,80,77,72,26,2021-,$110,380 - 400g,[8 - 10mm est.],No,Non-Asia,No,,
ADIDAS,D.O.N. Issue #4,82,76,84,84,85,80,77,67,81,82,81,84,80,74,25,2022-,$120,360 - 380g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,"Slightly narrow & snug; lots of lace holes, but inconvenient to adjust."
ADIDAS,D Lillard 1,83,77,63,68,79,80,76,69,74,68,64,72,69,76,21,2015-,$105,360 - 370g,[9 - 11mm est.],No,Non-Asia,No,Go down half size,Extremely poor heel lockdown
ADIDAS,D Lillard 2,81,85,88,86,86,75,70,74,85,86,83,88,88,75,27,2016-,$105,410 - 430g,[9 - 12mm est.],No,Non-Asia,No,Go down half size,Fits slightly large.
ADIDAS,Dame 3,89,84,84,84,84,74,75,73,86,85,83,87,86,78,25,2016-,$115,410 - 430g,12 - 13mm,No,Non-Asia,No,,
ADIDAS,Dame 4,84,81,86,82,78,86,69,75,83,85,85,86,83,72,34,2017-,$115,350 - 370g,9 - 10mm,No,Non-Asia,No,,
ADIDAS,Dame 5,82,81,84,87,76,79,84,74,82,83,82,83,84,83,29,2019-,$115,400 - 420g,[10 - 12mm est.],No,Non-Asia,No,,
ADIDAS,Dame 6,77,80,72,68,79,84,71,79,76,72,66,76,75,77,35,2019-,$110,350 - 370g,11 - 13mm,No,Non-Asia,No,,
ADIDAS,Dame 7,81,80,81,76,84,69,76,73,81,78,73,82,81,80,31,2020-,$110,430 - 440g,12 - 13mm,No,Non-Asia,No,,
ADIDAS,Dame 7 EXTPLY,84,84,73,80,86,79,76,74,80,79,76,81,83,80,22,2021-,$110,380 - 400g,12 - 13mm,No,Non-Asia,No,,
ADIDAS,Dame 8,81,77,79,84,88,78,82,76,79,79,76,82,80,80,27,2021-,$120,380 - 400g,[9 - 11mm est.],No,Non-Asia,No,,
ADIDAS,Dame Certified,89,74,83,84,86,80,82,78,82,82,83,84,77,82,12,2022-,$95,390 - 410g,[7 - 9mm est.],Yes,Non-Asia,Yes,Stay true to size,"Snug fit, but with minor heel slip."
ADIDAS,Exhibit A,81,78,82,84,84,86,77,81,80,82,80,84,82,78,21,2021-,$110,370 - 390g,,No,Non-Asia,No,,
ADIDAS,Exhibit B,83,83,84,80,87,78,70,71,83,84,81,86,85,72,10,2022-,$120,380 - 400g,9 - 10mm,Yes,Non-Asia,No,Go up half a size,Very snug; fuse reinforcements may pinch toes; narrow footers go TTS
ADIDAS,Explosive Bounce 2018,83,73,83,89,87,83,77,63,80,82,82,83,78,76,15,2018-,$100,400 - 410g,,No,Non-Asia,No,,
ADIDAS,Harden B/E 2,87,76,81,82,86,81,75,75,81,82,82,84,79,76,14,2018-,$110,350 - 370g,,No,Non-Asia,No,,
ADIDAS,Harden B/E 3,81,76,81,80,78,70,75,65,79,76,73,79,76,76,10,2019-,$100,?,,No,Non-Asia,No,,
ADIDAS,Harden Stepback 1,83,66,83,82,81,80,84,67,77,75,76,77,68,79,22,2020-,$80,400 - 420g,,No,Non-Asia,Yes,,
ADIDAS,Harden Stepback 2,82,78,83,84,82,80,76,79,81,81,80,83,81,77,24,2020-21,$80,400 - 410g,,No,Non-Asia,Yes,,
ADIDAS,Harden Stepback 3,89,76,85,83,83,76,82,73,83,83,82,85,80,83,10,2022-,$80,410 - 430g,9 - 10mm,Yes,Non-Asia,Yes,Stay true to size,Players who want a more snug fit can go down half a size
ADIDAS,Harden Vol. 1,89,88,79,88,92,73,82,68,85,85,81,87,88,80,26,2016-,$140,420 - 440g,11 - 12mm,No,Non-Asia,No,,
ADIDAS,Harden Vol. 2,78,90,87,90,91,64,77,69,85,83,76,86,91,81,26,2018-,$140,470 - 480g,11 - 12mm,No,Non-Asia,No,,
ADIDAS,Harden Vol. 3,87,85,83,84,83,78,72,82,85,86,85,86,86,70,25,2018-,$140,400 - 420g,9 - 10mm,No,Non-Asia,No,,
ADIDAS,Harden Vol. 4,74,77,78,89,83,82,71,72,76,76,73,78,80,72,34,2019-,$130,390 - 400g,8 - 9mm,No,Non-Asia,No,,
ADIDAS,Harden Vol. 5,68,81,69,91,89,54,73,64,72,61,51,63,77,70,31,2020-21,$130,480 - 500g,,No,Non-Asia,No,,
ADIDAS,Harden Vol. 6,84,85,85,92,88,69,86,53,85,85,81,87,89,82,29,2022-,$140,460 - 480g,[7 - 10mm est.],Yes,Non-Asia,No,Go down half size,Runs slightly long; wide-footers try true to size
ADIDAS,Harden Vol. 7,82,88,86,91,85,71,74,57,86,86,82,87,91,73,13,2022-23,$160,450 - 470g,10 - 11mm,Yes,Non-Asia,No,Stay true to size,Versatile fit; players with narrow feet may have to size down by half US
ADIDAS,Marquee Boost,84,88,82,91,88,69,82,69,84,84,80,86,89,85,33,2018-,$130,430 - 450g,,No,Non-Asia,No,,
ADIDAS,N3XT L3V3L,82,81,87,85,82,87,76,68,83,86,85,87,85,71,29,2018-,$180,350 - 360g,,No,Non-Asia,No,,
ADIDAS,N3XT L3V3L 2020,89,86,86,79,86,81,73,71,87,88,86,90,87,71,20,2020-,$150,390 - 410g,,No,Non-Asia,No,,
ADIDAS,N3XT L3V3l Futurenatural,79,80,84,88,85,55,79,63,81,75,69,78,83,74,20,2021-,$180,500 - 520g,,No,Non-Asia,No,,
ADIDAS,Posterize/Zone Boost,85,86,88,88,79,63,83,59,86,83,80,84,87,85,13,2019-,$130,440 - 450g,,No,Non-Asia,No,,
ADIDAS,Pro Boost,80,73,74,83,84,77,82,71,75,73,71,76,74,79,23,2020-,$110,400 - 420g,,No,Non-Asia,No,,
ADIDAS,Pro Bounce 2018,84,82,82,87,88,80,73,73,83,85,84,86,86,77,36,2018-,$120,350 - 370g,,No,Non-Asia,No,,
ADIDAS,Pro Bounce 2019,76,82,73,83,84,81,74,68,77,76,71,79,82,79,11,2019-,$110,380 - 400g,,No,Non-Asia,No,,
ADIDAS,Pro Bounce Madness,84,81,81,87,83,76,77,70,82,83,81,84,85,80,18,2019-,$120,?,,No,Non-Asia,No,,
ADIDAS,Pro Model 2G,89,77,82,77,87,76,86,54,83,82,80,85,79,85,32,2020-,$100,400 - 410g,,No,Non-Asia,No,,
ADIDAS,Pro N3XT 2021,89,71,82,74,67,85,71,55,81,76,80,78,67,72,6,2021-,$65,?,,No,Non-Asia,Yes,,
ADIDAS,Pro Vision,81,73,82,91,78,81,78,69,79,79,80,80,77,78,14,2018-,$100,?,,No,Non-Asia,No,,
ADIDAS,T-MAC 2.0 Restomod,84,75,88,79,86,64,68,51,83,79,75,83,78,68,16,2020-21,$130,490 - 510g,,No,Non-Asia,No,,
ADIDAS,T-MAC 3 Restomod,74,71,76,75,88,69,66,53,74,68,61,73,70,64,8,2021-22,$130,480 - 490g,,Yes,Non-Asia,No,,
ADIDAS,T-Mac Millenium,87,88,79,83,79,69,78,69,85,82,78,84,86,81,16,2018-,$160,420 - 440g,,No,Non-Asia,No,,
ADIDAS,Trae Young 1,83,84,79,87,79,74,80,64,82,81,78,81,84,79,34,2021-,$140,410 - 430g,,No,Non-Asia,No,,
ADIDAS,Trae Young 2,86,85,85,89,90,77,84,68,85,88,86,89,89,81,12,2022-,$140,440 - 450g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,Fits slightly wide; not for thick feet; heel area lockdown much better than toe area
AMARUE,Light Armour 2,72,75,75,81,88,57,74,62,74,65,56,69,74,73,8,2019-,$80,500 - 510g,,No,Asia,Yes,,
AND1,Taichi Retro,78,68,74,60,78,75,89,50,73,63,59,68,59,79,14,2018-19,$100,?,,No,Non-Asia,No,,
ANTA,A-Flash Bubble,81,77,72,85,77,66,78,64,77,71,66,74,76,80,20,2021-,$75,440 - 470g,,No,Asia,Yes,,
ANTA,Flash Bubble 2.0,86,79,80,78,87,78,91,81,82,82,80,84,81,90,10,2022-,$85,410 - 430g,?,Yes,Asia,Yes,,
ANTA,GH1,85,80,83,83,85,73,79,69,83,83,80,84,84,79,29,2019-,$100,410 - 420g,,No,Asia,No,,
ANTA,GH2,83,79,80,86,90,79,82,73,81,82,80,84,83,81,30,2020-21,$105,400 - 410g,11 - 12mm,No,Asia,No,,
ANTA,GH3,82,86,86,80,90,77,78,85,85,86,82,89,87,79,20,2021-,$125,420 - 430g,,No,Asia,No,,
ANTA,KT Light Cavalry 3,86,84,68,64,60,93,79,91,79,70,70,72,68,84,10,2018-,$70,310 - 320g,,No,Asia,Yes,,
ANTA,KT Light Cavalry 5 & 6,78,72,66,58,66,84,86,87,72,59,56,64,56,78,10,2021-,$65,350 - 380g,,No,Asia,Yes,,
ANTA,KT Mountain,82,83,77,86,84,80,87,84,81,81,79,82,84,89,18,2021-,$80,410 - 420g,,No,Asia,Yes,,
ANTA,KT Outdoor 2 Low,86,81,82,82,64,81,91,82,83,80,81,80,78,91,21,2017-,$80,350 - 360g,,No,Asia,Yes,,
ANTA,KT Splash 2,84,74,80,70,75,71,74,76,79,74,72,78,70,76,13,2020-,$85,,,No,Asia,Yes,,
ANTA,KT Splash 3,85,79,85,79,73,75,84,88,83,81,81,83,80,84,24,2021-,$80,420 - 440g,,No,Asia,Yes,,
ANTA,KT Splash 4,87,80,86,73,73,79,86,85,84,82,82,84,79,84,7,2022-,$110,370 - 390g,9 - 10mm,Yes,Asia,No,Stay true to size,Not for flat feet; narrow midfoot and arch pressure
ANTA,KT1 Pro,87,88,80,71,84,83,69,70,85,84,81,86,84,71,31,2021-,$125,380 - 410g,[9 - 11mm est.],No,Asia,No,Go down half size?,Fits slightly large
ANTA,KT2,85,77,80,87,85,81,83,77,81,82,82,83,81,77,16,2016-,$120,,9 - 10mm,No,Asia,No,,
ANTA,KT3,85,78,81,84,67,78,75,75,81,79,80,79,77,73,21,2017-,$120,,7 - 8mm,No,Asia,No,,
ANTA,KT4,83,81,77,79,75,73,71,69,80,77,74,79,79,72,22,2018-,$125,,9 - 10mm,No,Asia,No,,
ANTA,KT5,84,78,84,81,86,65,69,64,82,79,75,83,82,71,19,2019-,$130,,[8 - 10mm est.],No,Asia,No,,
ANTA,KT5 Low,89,82,82,78,82,87,75,82,84,85,84,87,83,76,27,2020-,$130,350 - 360g,8 - 10mm,No,Asia,No,,
ANTA,KT6,85,82,86,95,95,67,74,61,84,85,81,87,89,73,37,2020-,$125,,[9 - 10mm est.],No,Asia,No,,
ANTA,KT6 Low,85,84,79,86,84,81,76,88,83,84,83,85,86,76,23,2021-,$120,410 - 430g,9 - 11mm,No,Asia,No,Stay true to size,
ANTA,KT7,82,89,85,93,94,69,75,67,85,85,80,88,91,72,35,2021-,$155,420 - 450g,10 - 13mm,No,Asia,No,Stay true to size,More suited for narrow forefeet due to TPU caging
ANTA,KT7 Low,80,88,79,88,91,64,78,64,82,79,72,82,88,79,16,2022-,$135,450 - 460g,10 - 13mm,Yes,Asia,No,Stay true to size,Use EU size; fits narrow & snug; not for those with high-insteps or thick feet.
ANTA,KT8,84,85,84,88,92,72,69,68,84,85,82,87,88,68,30,2022-,$140,430 - 450g,9 - 10mm,Yes,Asia,No,Stay true to size,Use EU size; fits narrow; Not for players with wide or thick feet with high insteps
ANTA,Light Crazy PRO,90,90,69,77,81,74,85,76,83,78,73,81,83,88,23,2022-,$130,390 - 410g,[8 - 10mm est.],Yes,Asia,No,Stay true to EU size,Narrow; not for wide; poorly padded inside
ANTA,RR5,83,73,80,88,87,83,83,80,79,80,80,82,77,80,11,2018-,$85,,,No,Asia,Yes,,
ANTA,RR6,84,78,73,83,95,66,80,73,78,75,69,79,79,81,20,2020-,$120,430 - 440g,,No,Asia,No,,
ANTA,Shock the Game 4.0,93,77,83,90,90,60,91,74,84,80,76,82,81,89,28,2020-,$85,480 - 500g,11 - 12mm,No,Asia,Yes,,
ANTA,Shock the Game 5.0,91,82,84,82,87,74,83,76,86,85,83,87,85,83,30,2021-,$100,410 - 430g,9 - 10mm,No,Asia,No,Stay true to size,Spacey toebox
ANTA,Shock the Game 5.0 Pro,80,90,81,78,94,70,81,74,84,81,74,86,87,80,21,2021-,$140,450 - 470g,8 - 9mm,No,Asia,No,Stay true to size,Narrow but with some extra toebox space
ANTA,Shock the Game 6.0 Crazy Tide 4.0,88,86,85,73,86,79,86,84,87,86,84,89,85,85,32,2022-,$120,380 - 400g,7 - 8mm,Yes,Asia,No,Stay true to size,Slightly narrow toebox
ANTA,Shock The Game Daringly 2.0,88,79,85,86,88,73,88,80,84,84,82,86,85,87,8,2021-,$80,410 - 420g,?,No,Asia,Yes,,
ANTA,Shock the Game Quick Decision 5,86,77,84,87,83,74,77,56,82,82,81,84,81,80,17,2021-,$80,410 - 420g,?,No,Asia,Yes,Stay true to size,Slightly large
ANTA,Shock The Game Sweep 2.0,86,82,82,78,75,57,85,67,83,75,71,77,80,86,11,2020-,$80,,,No,Asia,Yes,,
ANTA,Shock The Game Sweep 3.0,90,85,77,79,85,78,85,87,84,82,80,84,84,88,13,2021-,$80,400 - 420g,?,No,Asia,Yes,Stay true to size,Runs small but still has notable heel slip
ANTA,Star Mountain,74,85,81,86,88,53,72,66,80,72,63,75,84,73,16,2020-,$155,,,No,Asia,No,,
ANTA,UFO Airspace 3,84,81,80,86,73,70,84,74,81,79,77,79,81,85,16,2021-,$70,440 - 450g,,No,Asia,Yes,,
ANTA,UFO Alien 3,90,85,80,79,78,64,88,67,85,79,76,81,82,89,26,2021-22,$105,440 - 460g,10 - 11mm,Yes,Asia,No,Stay true to size,
ANTA,UFO Celestial Body 3,67,66,71,90,84,68,85,65,68,58,53,61,63,74,7,2021-,$80,430 - 440g,,No,Asia,Yes,,
ANTA,UFO Skyline 1,82,81,77,79,83,75,75,72,80,78,74,81,81,79,21,2022-23,$100,400 - 420g,5 - 6mm,Yes,Asia,No,Stay true to size,Slightly narrow fit; very wide or thick feet should avoid.
ANTA,Z-UP 1,88,86,84,90,93,83,74,79,86,89,88,90,89,75,20,2022-23,$120,390 - 410g,6 - 8mm,Yes,Asia,No,Stay true to size,Use EU size; fits narrow; wider feet may feel chafing or pressure; high insteps avoid
ASICS,Gelburst 23,92,75,82,82,86,83,74,79,83,83,84,85,78,63,11,2019-,$150,,,No,Asia,No,,
ASICS,Gelburst 24,94,79,87,88,91,90,84,88,87,90,90,92,85,71,30,2020-,$165,380 - 400g,[9 - 10mm est.],No,Asia,No,,
ASICS,Gelburst 25,93,77,86,88,88,89,85,92,85,88,89,90,83,70,28,2021-,$170,370 - 390g,8 - 10mm,No,Asia,No,,
ASICS,Gelhoop v11,89,69,84,83,80,95,75,87,81,82,86,83,71,64,27,2019-,$140,320 - 330g,10 - 11mm,No,Asia,No,,
ASICS,Gelhoop v12,93,72,90,86,81,96,78,92,85,87,91,88,77,68,27,2020-,$130,,,No,Asia,No,,
ASICS,Gelhoop v13,91,70,83,84,81,95,74,88,81,82,86,83,73,64,23,2021-,$130,320 - 330g,9 - 10mm,No,Asia,No,,
ASICS,Glide Nova FF 1,90,65,81,72,82,92,83,79,79,76,78,80,64,74,15,2019-,$120,320 - 330g,,No,Asia,No,,
ASICS,Glide Nova FF 2,94,76,87,80,82,94,79,86,86,87,89,89,79,72,22,2021-22,$140,320 - 340g,[7 - 10mm est.],Yes,Asia,No,Stay true to size,Fits slightly long and narrow; not ideal for high-insteps
ASICS,Invade Nova,91,85,81,81,89,69,79,74,86,84,80,87,85,72,15,2020-,$165,440 - 460g,,No,Asia,No,,
ASICS,Nova Surge 1,92,88,91,93,94,63,82,78,90,88,84,90,92,70,27,2020-,$180,470 - 490g,6 - 7mm,No,Asia,No,,
ASICS,Nova Surge 2,94,87,86,90,78,73,84,71,89,87,87,87,88,77,16,2022-,$140,430 - 450g,7 - 8mm,Yes,Asia,No,Stay true to size,Use CM measurement; better for normal-wide than narrow feet.
ASICS,UNPRE ARS Mid/Low,88,78,84,90,84,77,78,72,83,85,85,86,84,71,11,2021-22,$160,420 - 430g,,Yes,Asia,No,,
BRANDBLACK,Rare Metal 1,78,82,85,82,81,92,67,78,82,84,82,86,85,68,15,2016-,$110,,,No,Non-Asia,No,,
BRANDBLACK,Rare Metal 2,89,80,84,86,79,95,81,65,84,87,89,87,83,57,9,2021-,$250,310 - 320g,,No,Non-Asia,No,,
CONVERSE,All Star BB Evo,84,76,73,70,71,85,66,76,78,74,73,76,70,67,24,2020-,$120,380 - 390g,,No,Non-Asia,No,,
CONVERSE,All Star BB Jet,80,69,76,68,83,76,83,65,75,69,66,74,65,76,17,2021-,$110,380 - 400g,,No,Non-Asia,No,,
CONVERSE,All Star BB Shift,86,68,85,78,78,93,84,79,80,80,83,82,69,74,27,2022-,$120,350 - 370g,[4 - 6mm est.],Yes,Non-Asia,No,Stay true to size,Fits narrow; avoid if one has wide or thick feet.
CONVERSE,All Star Pro BB Hi/Low,78,75,75,68,58,89,65,89,76,68,67,72,64,66,23,2019-20,$130,320 - 340g,,No,Non-Asia,No,,
CONVERSE,G4,87,79,78,83,74,83,78,67,81,80,81,81,79,78,20,2020-,$110,360 - 370g,6 - 7mm,No,Non-Asia,No,,
CROSSOVER CULTURE,Kayo LP2,85,78,83,84,84,80,83,79,82,83,83,85,82,81,14,2019-,$110,,,No,Non-Asia,No,,
CROSSOVER CULTURE,Sniper LP Low,81,71,77,83,87,77,80,74,76,75,73,78,73,76,12,2018-,$100,,,No,Non-Asia,No,,
DECATHLON,Tarmak Elevate 900,84,80,80,82,78,67,78,74,81,78,74,80,80,80,19,2019-,$90,,,No,Asia,Yes,,
DECATHLON,Tarmak Fast 500,83,67,78,75,75,86,86,75,76,72,74,74,64,81,17,2019-,$50,,,No,Asia,Yes,,
DECATHLON,Tarmak SC500,83,78,78,80,79,83,72,81,80,79,78,80,78,76,14,2018-,$65,,,No,Asia,Yes,,
DEUX,D-1,87,65,80,85,84,81,85,75,78,76,77,77,68,76,15,2020-,$125,,,No,Asia,No,,
EQUALIZER,Sphere,83,66,81,80,84,71,79,68,76,72,71,76,67,76,16,2020-,$90,,,No,Asia,Yes,,
FREETIE (XIAOMI),Hoof 1 [Niu Ti 1],85,62,69,89,90,77,67,69,72,68,67,70,63,65,22,2022-,$45,380 - 400g,4 - 5mm,Yes,Asia,Yes,Stay true to EU size,Super wide and spacey toebox; chafing around heel-cup
HSEVEN,HSEVEN 2,80,64,67,78,87,71,70,88,71,63,58,68,62,64,13,2021-,$75,410 - 430g,,No,Asia,Yes,,
